cui,drug_name
C2926746    ,nasin
C1965324    ,nasofed
C4257004    ,nasoflow
C1965327    ,nasohist
C0594492    ,nasonex
C1587965    ,nasop
C3153283    ,nasopen
C3245074    ,nasopen-ch
C2962154    ,nasosol
C2948196    ,nasotuss
C0699515    ,natacyn
C0721984    ,natafort
C1172734    ,natalizumab
C0027444    ,natamycin
C0903898    ,nateglinide
C1170420    ,natelle
C3834217    ,natesto
C3883368    ,natpara
C1170421    ,natrecor
C0591848    ,natrilix
C2962162    ,natroba
C0131956    ,nattokinase
C0701389    ,natulan
C1170422    ,nature-throid
C0701080    ,naturetin
C0721999    ,naturetin-10
C0722000    ,naturetin-5
C2979448    ,naus-aid
C3644208    ,naus-ease
C2730298    ,nauzene
C0733658    ,navane
C1330416    ,nava-sc
C0131965    ,navelbine
C0244753    ,navoban
C0722003    ,navogan
C2364764    ,navstel
C0309558    ,naxcel
C1878805    ,nazarin
C2949220    ,nazil
C0592771    ,nazo-mist
C4523041    ,na-zone
C3883249    ,n-butylphthalimide
C0530870    ,n-caproylsphingosine
C3282460    ,n-cyclohexyl-2-benzothiazosulfenamide
C1739045    ,"n-cyclohexyl-n'-phenyl-1,4-phenylenediamine"
C1739045    ,n-cyclohexyl-n'-phenyl-p-phenylenediamine
C0067942    ,n-dodecane
C0701392    ,nebcin
C0068475    ,nebivolol
C0722005    ,nebupent
C3191479    ,nebusal
C1165268    ,nebu-sol
C2352806    ,necitumumab
C0733533    ,necon
C0068483    ,nedocromil
C0068485    ,nefazodone
C0027556    ,nefopam
C0722010    ,neggram
C1589221    ,neilfed
C0907349    ,nelarabine
C0525005    ,nelfinavir
C0722011    ,nelova
C0702208    ,nembutal
C2927798    ,nemex
C1619304    ,neoasma
C0591852    ,neo-bendromax
C0722017    ,neo-calglucon
C0722032    ,neocidin
C0722033    ,neocin
C0722018    ,neo-cortef
C0722020    ,neo-decadron
C0722022    ,neo-dex
C0722023    ,neo-dexair
C0027599    ,neodymium
C0722025    ,neo-fradin
C0722035    ,neofrin
C1170424    ,neo-hc
C0772133    ,neo-homosalate
C0699286    ,neoloid
C3503106    ,neo-medrol
C1253968    ,neo-medrone
C0027603    ,neomycin
C0027608    ,neon
C0591855    ,neo-naclex
C1262665    ,neophryn
C0699648    ,neoplatin
C3194729    ,neo-polycin
C2370529    ,neopolydex
C3858042    ,neo-predef
C1712051    ,neoprofen
C0722040    ,neoptic
C3714951    ,neoq10
C0699605    ,neoral
C0699321    ,neosar
C0309582    ,neosol
C0068536    ,neosporin
C0027679    ,neostigmine
C3834221    ,neo-synalar
C0702190    ,neo-synephrine
C0722031    ,neo-tab
C0912295    ,neotame
C0722046    ,neothylline
C2356095    ,neotic
C0722047    ,neotrace-4
C3192863    ,neotuss
C0699096    ,neovet
C0961209    ,nepafenac
C0068547    ,nepenthe
C0722050    ,nephramine
C0306965    ,nephrocaps
C0722053    ,nephro-fer
C0722060    ,nephrox
C0722061    ,neptazane
C0895222    ,neral
C1601296    ,nerapamil
C2713008    ,neratinib
C0731271    ,nerisone
C4519548    ,nerlynx
C0722062    ,nervine
C0722063    ,nervocaine
C0728958    ,nesacaine
C3503114    ,nesina
C0054015    ,nesiritide
C4535718    ,netarsudil
C0027780    ,netilmicin
C0701399    ,netromycin
C1700730    ,netupitant
C3833037    ,neuac
C1171279    ,neulasta
C0537668    ,neumega
C0733468    ,neupogen
C1949346    ,neupro
C0722069    ,neuroforte-r
C3664984    ,neuromed
C0678176    ,neurontin
C3819114    ,neutracaine
C1742038    ,neutracare
C2948908    ,neutracett
C2725157    ,neutragard
C2683702    ,neutragel
C3556159    ,neutra-germ
C2241213    ,neutrahist
C3247280    ,neutramaxx
C2948775    ,neutraphor
C0722072    ,neutra-phos
C0722073    ,neutra-phos-k
C2683707    ,neutrarinse
C0699968    ,neutrexin
C1612191    ,nevanac
C4317442    ,neverpain
C0132326    ,nevirapine
C3527993    ,nexafed
C1677799    ,nexavar
C2725112    ,nexavir
C3692456    ,nexgard
C3819087    ,nexha
C2955473    ,nexiclon
C0939400    ,nexium
C3159354    ,nexplanon
C2608296    ,nexterone
C0068008    ,n-hexane
C0068051    ,n-hydroxysuccinimide
C0027996    ,niacin
C0028027    ,niacinamide
C0722092    ,niacor
C0027999    ,nialamide
C0068673    ,niaprazine
C1161310    ,niaspan
C1263158    ,nicabate
C0028004    ,nicarbazin
C0028005    ,nicardipine
C2961782    ,nicazel
C0721912    ,n'ice
C0028008    ,nicergoline
C0740132    ,niclocide
C0028017    ,niclosamide
C0699469    ,nico-400
C0770962    ,nicoboxil
C0701369    ,nicoderm
C0354652    ,nicofuranose
C0699471    ,nicolar
C1170431    ,nicomide
C1636719    ,nicomide-t
C0591861    ,niconil
C0068700    ,nicorandil
C1636746    ,nicorelief
C0701400    ,nicorette
C1170432    ,nicosyn
C0028027    ,nicotinamide
C0028040    ,nicotine
C0722098    ,nicotinex
C0722099    ,nicotrol
C1256576    ,nidazol
C1602464    ,nifediac
C1577528    ,nifedical
C0028066    ,nifedipine
C1602470    ,nifedpine
C0590668    ,nifelease
C0212019    ,niferex
C0212018    ,niferex-150
C0028070    ,nifuratel
C0068742    ,nifuroxazide
C0663378    ,nifurpipone
C0028073    ,nifurtimox
C0068746    ,nifurzide
C0593083    ,nightcalm
C0028089    ,nikethamide
C3709641    ,nikzon
C0722107    ,nilandron
C1721377    ,nilotinib
C0699478    ,nilstat
C1262626    ,nilstim
C0068771    ,nilutamide
C0132512    ,nilvadipine
C0530102    ,nimbex
C0132515    ,nimesulide
C0028094    ,nimodipine
C0028095    ,nimorazole
C0678207    ,nimotop
C3859733    ,ninjacof
C4060064    ,ninlaro
C2930789    ,nintedanib
C0028101    ,niobium
C3265587    ,nioxin
C0591865    ,nipent
C0591866    ,nipride
C2744440    ,niraparib
C1616710    ,niravam
C0028116    ,nisoldipine
C0068065    ,n-isopropyl-n-phenyl-4-phenylenediamine
C0068787    ,nitarsone
C0068788    ,nitazoxanide
C1143123    ,nitenpyram
C0722109    ,nitetime
C0173083    ,nitisinone
C0591867    ,nitoman
C1263596    ,nitrados
C0028126    ,nitrazepam
C0722110    ,nitrek
C0028127    ,nitrendipine
C0699232    ,nitro-bid
C0600190    ,nitrocellulose
C0590706    ,nitrocine
C1589885    ,nitroclyercin
C0722115    ,nitrocot
C0699228    ,nitrodisc
C0699224    ,nitro-dur
C0028157    ,nitrofural
C1601286    ,nitrofurantin
C0028156    ,nitrofurantoin
C1613553    ,nitrofuratoin
C0028157    ,nitrofurazone
C0722116    ,nitrogard
C0028158    ,nitrogen
C0017887    ,nitroglycerin
C0699237    ,nitrol
C0590708    ,nitrolingual
C0301303    ,nitromersol
C1948383    ,nitromist
C0590709    ,nitronal
C0699239    ,nitrong
C0722113    ,nitro-par
C0722119    ,nitropress
C0028193    ,nitroprusside
C0722120    ,nitroquick
C0699241    ,nitrostat
C1602621    ,nitrotab
C3651890    ,nitrotan
C0722114    ,nitro-time
C0068881    ,nitroxoline
C2729548    ,nitrozone
C4519791    ,nityr
C4018007    ,niva-fol
C0028222    ,nivaquine
C3657270    ,nivolumab
C0085154    ,nizatidine
C0699439    ,nizoral
C1722449    ,n-lactoylethanolamine
C3493744    ,n-lauroylproline
C0068122    ,n-methylephedrine
C0301374    ,n-methylscopolamine
C3864825    ,"n,n-bis(2-hydroxyethyl)lactamide"
C4018681    ,"n,n-dimethyl-2-octadecanamine"
C0058243    ,"n,n-dimethylacetamide"
C0388762    ,"n,n-dimethylacrylamide"
C3499933    ,"n,n-dimethylglycine"
C0067309    ,"n,n'-diphenyl-4-phenylenediamine"
C4293282    ,"n,n,n',n'-tetrakis(2-hydroxypropyl)adipamide"
C3249411    ,nobac
C0878017    ,nobrium
C1171423    ,noctamid
C1263598    ,noctesed
C4318121    ,noctiva
C3666813    ,nodolor
C0171998    ,noggin
C1612465    ,nohist
C2725162    ,nohist-pdx
C0307019    ,nolahist
C4476338    ,nolix
C1177006    ,noltam
C0702206    ,noludar
C0919390    ,nolvadex
C0591871    ,nolvadex-d
C0068922    ,nomegestrol
C0028277    ,nomifensine
C1740869    ,nomuc-pe
C0132768    ,nonanal
C0722138    ,non-aspirin
C0040073    ,nonathymulin
C1170435    ,nonbac
C0068942    ,nonivamide
C3255603    ,nonoxynol-10
C3255604    ,nonoxynol-100
C3256980    ,nonoxynol-12
C3883240    ,nonoxynol-2
C3255605    ,nonoxynol-20
C3255606    ,nonoxynol-30
C1509720    ,nonoxynol-4
C3499931    ,nonoxynol-8
C0132776    ,nonoxynol-9
C0068946    ,nonylphenol
C1170436    ,nora-be
C0722140    ,norco
C0700018    ,norcuron
C0011279    ,nordazepam
C0733743    ,nordette
C4294570    ,nordihydroguaiaretate
C0699617    ,norditropin
C0591872    ,nordox
C1120952    ,norelgestromin
C0028351    ,norepinephrine
C0028355    ,norethandrolone
C0028356    ,norethindrone
C0028356    ,norethisterone
C0028360    ,norethynodrel
C0068986    ,norfenefrine
C0877881    ,norflex
C0028365    ,norfloxacin
C0068988    ,norflurane
C0731290    ,norgalax
C0722146    ,norgesic
C0068992    ,norgestimate
C0028368    ,norgestrel
C0028369    ,norgestrienone
C0731292    ,norimode
C0068995    ,norinyl
C4325116    ,norisc
C0701452    ,norisodrine
C0722150    ,noritate
C3819102    ,norlyroc
C0592924    ,normaloe
C0731294    ,normasol
C0069008    ,normethadone
C0297267    ,normiflo
C0591878    ,normison
C1964416    ,normlshield
C0600256    ,normodyne
C2345761    ,normosol-m
C0069013    ,normosol-r
C2726965    ,norocarp
C2955407    ,norocillin
C2746134    ,noromectin
C2939636    ,noromycin
C0699473    ,noroxin
C0701129    ,norpace
C1145675    ,norplant
C0701352    ,norpramin
C0591881    ,norprolac
C0699165    ,nor-qd
C3154290    ,nortemp
C3817378    ,northera
C1965293    ,northyx
C1170438    ,nortrel
C0028420    ,nortriptyline
C2938371    ,nortuss-nx
C1263088    ,norval
C0162712    ,norvasc
C1601957    ,norvaxs
C0678152    ,norvir
C0591882    ,norzol
C0028426    ,noscapine
C0722156    ,nostrilla
C1612449    ,notriptyline
C0722157    ,notuss
C2939788    ,notuss-nx
C2939789    ,notuss-nxd
C0722158    ,novacet
C1589083    ,novacort
C2920284    ,novaferrum
C1619301    ,novagesic
C2918735    ,novagest
C0722163    ,novamine
C0282248    ,novantrone
C0722164    ,novarel
C1330427    ,novasal
C1873807    ,novasus
C0028458    ,novobiocin
C0028460    ,novocaine
C4018188    ,novoeight
C0028467    ,novolin
C0939412    ,novolog
C0732644    ,novonorm
C0593103    ,novoseven
C1450021    ,novothyrox
C2756588    ,novox
C1174778    ,noxafil
C1602343    ,noxene
C0700019    ,noxyflex-s
C0028476    ,noxythiolin
C0028476    ,noxytiolin
C0721918    ,np-27
C2364485    ,nplate
C0721915    ,n.t.a.
C3848597    ,n-tert-octylacrylamide
C0028569    ,nubain
C4058347    ,nucala
C0722176    ,nucochem
C0722179    ,nucodine
C0722182    ,nucofed
C2370109    ,nucort
C2356733    ,nucotuss
C2718761    ,nucynta
C2954623    ,nuedexta
C1960279    ,nuflor
C2346263    ,nufol
C0722167    ,nu-iron
C1177014    ,nu-k
C3154271    ,nulecit
C0939414    ,nulev
C3486409    ,nullo
C3160359    ,nulojix
C0083807    ,nulytely
C0722171    ,nu-med
C4080335    ,numfast
C2341068    ,numonyl
C0733819    ,numorphan
C1263579    ,numotac
C3249656    ,numotizine
C1638292    ,nuox
C0795766    ,nupercainal
C4238587    ,nuplazid
C0699205    ,nuprin
C0168635    ,nupro
C0133255    ,nuromax
C4301236    ,nusinersen
C0699398    ,nutracort
C1636726    ,nutradrops
C3505584    ,nutralox
C0722193    ,nutraplus
C0722190    ,nutr-e-sol
C1880990    ,nutrestore
C4020190    ,nutrilipid
C0722194    ,nutrilyte
C1618839    ,nutrimix
C3464726    ,nutrisource
C1589616    ,nutri-twelve
C0699619    ,nutropin
C1744678    ,nuvaring
C2946796    ,nuvel
C3892971    ,nuvessa
C1871544    ,nuvigil
C4033610    ,nuvileo
C4074414    ,nuwiq
C2963035    ,nuzole
C1636753    ,nuzon
C0633017    ,n-valyltryptophan
C1613605    ,nyamyc
C2722445    ,nycair
C0591891    ,nycopren
C1879014    ,nydamax
C0950297    ,nydrane
C0702201    ,nydrazid
C0028735    ,nylidrin
C3541938    ,nymalize
C0617551    ,nystaform-hc
C0592550    ,nystamont
C0591893    ,nystan
C0028741    ,nystatin
C1263219    ,nystavescent
C0699474    ,nystex
C2961894    ,nyst-olone
C0722203    ,nystop
C1700074    ,ny-tannic
C0591894    ,nytol
C1170454    ,oaklide
C0045894    ,o-aminophenol
C4535290    ,o-anisaldehyde
C1724509    ,obagi
C2370105    ,obagi-c
C0722210    ,obenix
C0722211    ,obephen
C0722212    ,obezine
C0086728    ,obidoxime
C4224790    ,obiltoxaximab
C2742503    ,obinutuzumab
C3859470    ,obizur
C3871582    ,obredon
C0722214    ,oby-cap
C0722215    ,oby-trim
C4271005    ,ocaliva
C1588348    ,ocatmide
C0307097    ,occlusal-hp
C3700984    ,oclacitinib
C1882138    ,ocrelizumab
C4325109    ,ocrevus
C0066522    ,ocriplasmin
C0069316    ,octadecane
C3531670    ,octadecene
C3645276    ,octadecenedioate
C1743856    ,octadecyltrimethylammonium
C0731209    ,octagam
C3883271    ,octanediol
C0046404    ,octhilinone
C0046100    ,octinoxate
C0304632    ,octisalate
C0949345    ,octocaine
C0257715    ,octocrylene
C0772192    ,octodrine
C0028403    ,octopamine
C0069359    ,octoxynol
C1572766    ,octoxynol-1
C4074326    ,octoxynol-11
C3256705    ,octoxynol-40
C0982298    ,octoxynol-5
C0133689    ,octoxynol-9
C0028833    ,octreotide
C0722217    ,octycine
C0722218    ,octycine-100
C0722219    ,octycine-250
C3256706    ,octyldecanol
C4084106    ,octyldodeceth-16
C0069370    ,octylonium
C1741925    ,octyltriethoxysilane
C1170471    ,ocu-caine
C0722220    ,ocu-carpine
C1170457    ,ocu-chlor
C0722224    ,ocuclear
C0733484    ,ocucoat
C0722221    ,ocu-cort
C1170458    ,ocu-dex
C3154095    ,ocudox
C0307101    ,ocufen
C0722226    ,ocuflox
C3500617    ,ocuflush
C2948996    ,ocufresh
C0722227    ,ocuhist
C0722228    ,ocumycin
C1170460    ,ocu-mycin
C1170461    ,ocu-pentolate
C1170462    ,ocu-phrin
C1170463    ,ocu-pred
C1170465    ,ocu-pred-a
C0722229    ,ocupress
C2961516    ,ocusan
C0722230    ,ocusoft
C1171282    ,ocu-spore-b
C1171283    ,ocu-spore-g
C2927749    ,ocu-sul
C0722231    ,ocusulf-10
C1170469    ,ocu-tracin
C0722232    ,ocutricin
C1171284    ,ocu-trol
C1170470    ,ocu-tropic
C0722223    ,ocu-tropine
C0722233    ,ocuvite
C1170472    ,ocu-zoline
C1743069    ,o-cymen-5-ol
C4550596    ,odactra
C4083971    ,odefsey
C4046853    ,odomzo
C0591901    ,oestrifen
C0591902    ,oestrogel
C1832027    ,ofatumumab
C3859342    ,ofev
C0722235    ,off-eazy
C2954624    ,ofirmev
C0028902    ,ofloxacin
C2726870    ,oforta
C2365117    ,oftasceine
C0722236    ,ogen
C0876110    ,ogestrel
C0028912    ,ointment
C0171023    ,olanzapine
C2316164    ,olaparib
C2698152    ,olaratumab
C0028923    ,oleandomycin
C3535852    ,oleanolate
C0220884    ,oleate
C2740387    ,oleptro
C3256713    ,oleth-10
C4256819    ,oleth-12
C0982302    ,oleth-2
C3256714    ,oleth-20
C3883244    ,oleth-25
C3505678    ,oleth-3
C0669024    ,oleth-3-phosphate
C0669026    ,oleth-5
C0377344    ,oleylamide
C4518989    ,oligopeptide-10
C3834223    ,olioactiv
C0069451    ,olivine
C1098320    ,olmesartan
C2934193    ,olodaterol
C0527189    ,olopatadine
C0069454    ,olsalazine
C0939416    ,olux
C3696409    ,olysio
C3528000    ,omacetaxine
C0966225    ,omalizumab
C3852670    ,ombitasvir
C3464408    ,omeclamox-pak
C0939710    ,omedia
C0028978    ,omeprazole
C2756155    ,omesec
C3833029    ,omidria
C1743593    ,omnaris
C0285868    ,omnicef
C3848675    ,omnicide
C0245375    ,omnihib
C1564170    ,omnii-gel
C0722241    ,omni-med
C0939644    ,omni-pac
C0729203    ,omnipaque
C0700946    ,omnipen
C0722251    ,omnipen-n
C1966611    ,omnipred
C0722252    ,omniscan
C1724675    ,omnitrope
C0028982    ,omnopon
C0069488    ,omoconazole
C3281393    ,omontys
C3832798    ,omtryg
C2719767    ,onabotulinumtoxina
C0728753    ,oncaspar
C0722253    ,oncet
C0591904    ,oncovin
C1724340    ,ondanestron
C0061851    ,ondansetron
C0591905    ,one-alpha
C3871552    ,onexton
C3245342    ,onfi
C2718463    ,onglyza
C3154656    ,ongo-fin
C4057936    ,onivyde
C3249439    ,onmel
C3281955    ,onsior
C2718505    ,onsolis
C0722264    ,ontak
C0939420    ,onxol
C0722265    ,ony-clear
C4081499    ,onzetra
C1723005    ,opana
C0722266    ,opcon-a
C3872108    ,opdivo
C0740066    ,operidine
C0087870    ,o-phenanthroline
C0701338    ,ophthaine
C0028752    ,o-phthalaldehyde
C0133997    ,ophthetic
C0307117    ,ophthocort
C0591908    ,opilon
C0029105    ,opipramol
C0029112    ,opium
C0537670    ,oprelvekin
C0591909    ,oprisine
C3692493    ,opsumit
C1711699    ,optase
C1648702    ,opticaine
C3644850    ,opticlear
C0722268    ,opti-clear
C0591910    ,opticrom
C0722270    ,opticyl
C3205214    ,optiflex-c
C3205218    ,optiflex-g
C0722271    ,optigene
C0595568    ,optil
C0731682    ,optilast
C0675791    ,optimark
C0591911    ,optimax
C0591912    ,optimine
C4083942    ,optimis7
C2980694    ,optimmune
C2364867    ,optimyd
C0722269    ,optipranolol
C0876112    ,optivar
C0591913    ,opustan
C0069587    ,orabase
C1602598    ,orabid
C3538694    ,orabloc
C3527649    ,orabrite
C1724190    ,oracea
C0722284    ,oracit
C1588564    ,oradent
C0701250    ,oradexon
C3530538    ,oragesic
C0722287    ,orajel
C2963097    ,oraline
C1589273    ,oralone
C0591917    ,oramorph
C0591918    ,orap
C0939711    ,orapred
C1098704    ,oraqix
C2978511    ,orasep
C0728771    ,orasone
C3709672    ,orastat
C1588327    ,oratuss
C2344355    ,oraverse
C2756732    ,oravig
C1967940    ,oraxyl
C0722303    ,orazinc
C3852779    ,orbactiv
C2918586    ,orbax
C0700961    ,orbenin
C1602224    ,orbexa
C0300903    ,orbifloxacin
C2756961    ,orbivan
C0029193    ,orciprenaline
C0722306    ,ordrine
C0740018    ,orelox
C1700021    ,orencia
C3700977    ,orenitram
C0700696    ,oretic
C3538419    ,oreticyl
C1120964    ,orfadin
C0722312    ,orfro
C1170482    ,orgadin
C0591919    ,orgafol
C0733596    ,organidin
C0163842    ,orgaran
C0069638    ,orgotein
C0701229    ,orinase
C2369738    ,oris
C1144403    ,oritavancin
C4033620    ,orkambi
C0722317    ,orlaam
C0722318    ,orlenta
C0591921    ,orlept
C0076275    ,orlistat
C0722319    ,ormazine
C0069647    ,ormetoprim
C2746477    ,ornacycline
C2746800    ,ornacyn
C0722321    ,ornex
C0029274    ,ornidazole
C0029276    ,ornipressin
C0029277    ,ornithine
C0069658    ,ornithylaspartate
C1590044    ,orostat
C0722280    ,or-phen-ade
C0029309    ,orphenadrine
C0722323    ,orphenate
C0876114    ,orphengesic
